Address,Latitude,Longitude,Category,Name,Area,pred_residents
Nieuwe Kerkstraat 119,52.3646313,4.9075413,house,,241,5.0
Nieuwe Kerkstraat 115-1,52.3645948,4.9073949,house,,64,2.0
Nieuwe Kerkstraat 115-2,52.364595,4.9073949,house,,64,2.0
Nieuwe Kerkstraat 115-3,52.3645952,4.9073949,house,,64,2.0
Nieuwe Kerkstraat 115 H,52.3645954,4.9073949,house,,207,5.0
Nieuwe Kerkstraat 117-1,52.3646131,4.9074681,house,,45,1.0
Nieuwe Kerkstraat 117-2,52.3646132,4.9074679,house,,45,1.0
Nieuwe Kerkstraat 117-3,52.3646134,4.9074678,house,,63,2.0
Nieuwe Kerkstraat 117 H,52.3646135,4.9074676,house,,1,0.0
Nieuwe Kerkstraat 105 A,52.3645573,4.9070136,house,,69,2.0
Nieuwe Kerkstraat 105 B,52.3645573,4.9070138,house,,69,2.0
Nieuwe Kerkstraat 105 C,52.3645574,4.907014,house,,69,2.0
Nieuwe Kerkstraat 105 D,52.3645574,4.9070142,house,,69,2.0
Nieuwe Kerkstraat 105 E,52.3645575,4.9070144,house,,440,6.0
Nieuwe Kerkstraat 105 F,52.3645572,4.9069989,house,,44,1.0
Nieuwe Kerkstraat 107 A,52.3645756,4.9071014,house,,91,2.0
Nieuwe Kerkstraat 107 B,52.3645757,4.9071016,house,,52,2.0
Nieuwe Kerkstraat 107 C,52.3645757,4.9071018,house,,52,2.0
Nieuwe Kerkstraat 107 D,52.3645758,4.907102,house,,52,2.0
Nieuwe Kerkstraat 107 E,52.3645759,4.9071022,house,,43,1.0
Nieuwe Kerkstraat 109 A,52.3645939,4.9071893,house,,52,2.0
Nieuwe Kerkstraat 109 B,52.3645939,4.9071891,house,,52,2.0
Nieuwe Kerkstraat 109 C,52.3645939,4.9071889,house,,52,2.0
Nieuwe Kerkstraat 109 D,52.3645939,4.9071887,house,,44,1.0
Nieuwe Kerkstraat 111 A,52.3646123,4.9072772,house,,69,2.0
Nieuwe Kerkstraat 111 B,52.3646123,4.907277,house,,69,2.0
Nieuwe Kerkstraat 111 C,52.3646122,4.9072768,house,,69,2.0
Nieuwe Kerkstraat 111 D,52.3646122,4.9072766,house,,69,2.0
Nieuwe Kerkstraat 111 E,52.3646122,4.9072764,house,,44,1.0
Nieuwe Kerkstraat 111 F,52.3646121,4.9072762,house,,42,1.0
Nieuwe Kerkstraat 101 A,52.3645384,4.9067935,house,,92,2.0
Nieuwe Kerkstraat 101 B,52.3645384,4.9067937,house,,92,2.0
Nieuwe Kerkstraat 101 C,52.3645294,4.9067936,house,,51,2.0
Nieuwe Kerkstraat 103 A,52.3645388,4.9068963,house,,69,2.0
Nieuwe Kerkstraat 103 B,52.3645388,4.9068961,house,,86,2.0
Nieuwe Kerkstraat 103 C,52.3645388,4.9068959,house,,86,2.0
Nieuwe Kerkstraat 103 D,52.3645387,4.9068957,house,,86,2.0
Nieuwe Kerkstraat 103 E,52.3645387,4.9068955,house,,42,1.0
Nieuwe Kerkstraat 103 F,52.3645298,4.9068964,house,,42,1.0
Weesperstraat 105 A,52.3638283,4.9067719,office,,,
Nieuwe Prinsengracht 77-1,52.3638935,4.9073437,house,,61,2.0
Nieuwe Prinsengracht 77-2,52.3638937,4.9073436,house,,61,2.0
Nieuwe Prinsengracht 77-3,52.3638939,4.9073436,house,,94,2.0
Nieuwe Prinsengracht 77 H,52.3638941,4.9073435,house,,132,4.0
Nieuwe Prinsengracht 79-1,52.3639029,4.9074317,house,,61,2.0
Nieuwe Prinsengracht 79-2,52.3639031,4.9074316,house,,60,2.0
Nieuwe Prinsengracht 79-3,52.3639018,4.9074105,house,,74,2.0
Nieuwe Prinsengracht 79-4,52.3639138,4.9074055,house,,60,2.0
Nieuwe Prinsengracht 79 H,52.3639032,4.9074314,house,,125,4.0
Nieuwe Prinsengracht 81-1,52.3639121,4.9074903,house,,57,2.0
Nieuwe Prinsengracht 81-2,52.3639123,4.9074902,house,,57,2.0
Nieuwe Prinsengracht 81-3,52.3639125,4.9074901,house,,54,2.0
Nieuwe Prinsengracht 81-4,52.3639214,4.9074837,house,,51,2.0
Nieuwe Prinsengracht 81 H,52.3639126,4.90749,house,,110,3.0
Nieuwe Prinsengracht 85-1,52.3639306,4.9076223,house,,55,2.0
Nieuwe Prinsengracht 85-2,52.3639308,4.9076222,house,,55,2.0
Nieuwe Prinsengracht 85-3,52.363931,4.9076221,house,,55,2.0
Nieuwe Prinsengracht 85 H,52.3639312,4.9076221,house,,117,4.0
Nieuwe Prinsengracht 83-1,52.3639213,4.907549,house,,58,2.0
Nieuwe Prinsengracht 83-2,52.3639215,4.9075489,house,,58,2.0
Nieuwe Prinsengracht 83-3,52.3639217,4.9075489,house,,58,2.0
Nieuwe Prinsengracht 83-4,52.3639279,4.9075482,house,,52,2.0
Nieuwe Prinsengracht 83 H,52.3639219,4.9075488,house,,56,2.0
Nieuwe Prinsengracht 87 A,52.3639489,4.9076955,house,,64,2.0
Nieuwe Prinsengracht 87 B,52.3639491,4.9076954,house,,64,2.0
Nieuwe Prinsengracht 87 C,52.3639492,4.9076953,house,,79,2.0
Nieuwe Prinsengracht 87 C1,52.36378431,4.90718695,house,Nieuwe Prinsengracht,71,2.0
Nieuwe Prinsengracht 87 C2,52.36378431,4.90718695,house,Nieuwe Prinsengracht,57,2.0
Nieuwe Prinsengracht 87 D,52.3639757,4.9076658,house,,130,4.0
Manegestraat 38,52.3641014,4.9076351,house,,66,2.0
Manegestraat 40,52.3641013,4.9076349,house,,70,2.0
Manegestraat 42,52.3641013,4.9076347,house,,46,1.0
Manegestraat 44,52.3641012,4.9076345,house,,38,1.0
Manegestraat 22,52.3641373,4.90762,house,,76,2.0
Manegestraat 26,52.3641373,4.9076198,house,,74,2.0
Manegestraat 30,52.3641372,4.9076196,house,,74,2.0
Manegestraat 34,52.3641372,4.9076194,house,,46,1.0
Manegestraat 36,52.3641371,4.9076192,house,,55,2.0
Manegestraat 32,52.3641732,4.907605,house,,39,1.0
Manegestraat 16,52.3642091,4.9075899,house,,39,1.0
Manegestraat 18,52.3642091,4.9075897,house,,111,4.0
Manegestraat 20,52.364209,4.9075895,house,,78,2.0
Manegestraat 24,52.364209,4.9075893,house,,78,2.0
Manegestraat 28,52.364209,4.9075891,house,,77,2.0
Manegestraat 6,52.3642449,4.9075602,house,,45,1.0
Manegestraat 8,52.3642449,4.90756,house,,48,1.0
Manegestraat 10,52.3642448,4.9075598,house,,48,1.0
Manegestraat 12,52.3642448,4.9075596,house,,48,1.0
Manegestraat 14,52.3642448,4.9075594,house,,34,1.0
Manegestraat 2-1,52.3642718,4.9075305,house,,47,1.0
Manegestraat 2-2,52.3642718,4.9075303,house,,47,1.0
Manegestraat 2-3,52.3642718,4.9075301,house,,47,1.0
Manegestraat 2 H,52.3642718,4.9075299,house,,52,2.0
Manegestraat 2 A,52.3642717,4.9075158,office,,,
Nieuwe Kerkstraat 118 A,52.364442,4.9073965,house,,173,4.0
Nieuwe Kerkstraat 118 B,52.3644151,4.9074115,house,,173,4.0
Nieuwe Kerkstraat 118 C,52.3643882,4.9074265,house,,173,4.0
Nieuwe Kerkstraat 116-1,52.3644236,4.907294,house,,67,2.0
Nieuwe Kerkstraat 116-2,52.3644234,4.9072941,house,,67,2.0
Nieuwe Kerkstraat 116-3,52.3644232,4.9072942,house,,67,2.0
Nieuwe Kerkstraat 116-4,52.3644231,4.9072943,house,,46,1.0
Nieuwe Kerkstraat 116 H,52.3644229,4.9072944,house,,125,4.0
Nieuwe Kerkstraat 114-1,52.3643963,4.9072208,house,,68,2.0
Nieuwe Kerkstraat 114-2,52.3643961,4.9072209,house,,64,2.0
Nieuwe Kerkstraat 114-3,52.3643959,4.907221,house,,64,2.0
Nieuwe Kerkstraat 114-4,52.3643957,4.907221,house,,99,3.0
Nieuwe Kerkstraat 114 A,52.3644103,4.9072014,house,,74,2.0
Nieuwe Kerkstraat 114 F,52.3644129,4.9072284,house,,77,2.0
Nieuwe Kerkstraat 112-1,52.3643511,4.9071332,house,,74,2.0
Nieuwe Kerkstraat 112-2,52.3643511,4.9071334,house,,63,2.0
Nieuwe Kerkstraat 112-3,52.364351,4.9071336,house,,63,2.0
Nieuwe Kerkstraat 112-4,52.364351,4.9071338,house,,99,3.0
Nieuwe Kerkstraat 112 O,52.3643509,4.907134,house,,122,4.0
Nieuwe Kerkstraat 110-1,52.3643597,4.9070451,house,,69,2.0
Nieuwe Kerkstraat 110-2,52.3643596,4.9070453,house,,66,2.0
Nieuwe Kerkstraat 110-3,52.3643595,4.9070455,house,,136,4.0
Nieuwe Kerkstraat 110 H,52.3643597,4.9070451,house,,131,4.0
Nieuwe Kerkstraat 108-1,52.3643504,4.9069717,house,,68,2.0
Nieuwe Kerkstraat 108-2,52.3643503,4.9069718,house,,60,2.0
Nieuwe Kerkstraat 108-3,52.3643501,4.906972,house,,72,2.0
Nieuwe Kerkstraat 108 H,52.36435,4.9069721,house,,82,2.0
Nieuwe Kerkstraat 106-1,52.3643321,4.9068839,house,,66,2.0
Nieuwe Kerkstraat 106-2,52.364332,4.9068841,house,,54,2.0
Nieuwe Kerkstraat 106-3,52.3643318,4.9068842,house,,134,4.0
Nieuwe Kerkstraat 106 H,52.3643317,4.9068844,house,,76,2.0
Nieuwe Prinsengracht 91,52.3639971,4.9085171,house,,110,3.0
Nieuwe Prinsengracht 89,52.364155,4.9081512,office,Nationaal Comit̩ 4 en 5 mei,,
Nieuwe Kerkstraat 122,52.364479,4.9076457,house,,,
Nieuwe Kerkstraat 126,52.3645347,4.9081002,childcare,,,
Nieuwe Kerkstraat 124,52.3644795,4.9077925,office,,,
Roetersstraat 2,52.3646974,4.9105503,old_people_home,,,
Nieuwe Prinsengracht 8-1,52.3629489,4.9049169,house,,91,2.0
Nieuwe Prinsengracht 8-2,52.3629488,4.904917,house,,99,3.0
Nieuwe Prinsengracht 8-3,52.3629486,4.9049172,house,,103,3.0
Nieuwe Prinsengracht 8 H,52.3629485,4.9049173,house,,120,4.0
Onbekendegracht 1-1,52.3628054,4.9049772,house,,77,2.0
Onbekendegracht 1-2,52.3628054,4.9049774,house,,77,2.0
Onbekendegracht 1-3,52.3628055,4.9049776,house,,77,2.0
Onbekendegracht 1-4,52.3628055,4.9049778,house,,77,2.0
Onbekendegracht 1 H,52.3628056,4.904978,house,,87,2.0
Onbekendegracht 3-1,52.3627158,4.9050369,house,,77,2.0
Onbekendegracht 3-2,52.362716,4.905037,house,,77,2.0
Onbekendegracht 3-3,52.3627161,4.9050371,house,,77,2.0
Onbekendegracht 3 H,52.3627163,4.9050373,house,,77,2.0
Onbekendegracht 5-1,52.3626528,4.9050375,house,,77,2.0
Onbekendegracht 5-2,52.3626529,4.9050377,house,,77,2.0
Onbekendegracht 5-3,52.3626529,4.9050379,house,,77,2.0
Onbekendegracht 5 H,52.362653,4.9050381,house,,77,2.0
Lepelstraat 1-1,52.3626897,4.9052574,house,,45,1.0
Lepelstraat 1-2,52.3626899,4.9052573,house,,45,1.0
Lepelstraat 1-3,52.3626901,4.9052573,house,,45,1.0
Lepelstraat 1-4,52.3626903,4.9052572,house,,46,1.0
Lepelstraat 1 H,52.3626905,4.9052572,house,,46,1.0
Lepelstraat 3-1,52.362708,4.9053306,house,,44,1.0
Lepelstraat 3-2,52.3627082,4.9053306,house,,44,1.0
Lepelstraat 3-3,52.3627084,4.9053306,house,,44,1.0
Lepelstraat 3 H,52.3627086,4.9053306,house,,48,1.0
Lepelstraat 5-1,52.3627263,4.9054184,house,,54,2.0
Lepelstraat 5-2,52.3627265,4.9054184,house,,55,2.0
Lepelstraat 5-3,52.3627267,4.9054185,house,,54,2.0
Lepelstraat 5 H,52.3627269,4.9054185,house,,57,2.0
Lepelstraat 9-1,52.362763,4.9056089,house,,54,2.0
Lepelstraat 9-2,52.3627632,4.9056089,house,,53,2.0
Lepelstraat 9-3,52.3627634,4.9056089,house,,53,2.0
Lepelstraat 9 H,52.3627636,4.9056089,house,,56,2.0
Lepelstraat 11 H,52.3627819,4.9057112,house,,57,2.0
Lepelstraat 11-1,52.3627814,4.9057115,house,,53,2.0
Lepelstraat 11-2,52.3627816,4.9057114,house,,54,2.0
Lepelstraat 11-3,52.3627817,4.9057113,house,,54,2.0
Lepelstraat 13-1,52.3627908,4.9058141,house,,54,2.0
Lepelstraat 13-2,52.362791,4.905814,house,,54,2.0
Lepelstraat 13-3,52.3627911,4.9058139,house,,55,2.0
Lepelstraat 13-4,52.3627913,4.9058138,house,,50,1.0
Lepelstraat 13 H,52.3627915,4.9058137,house,,57,2.0
Lepelstraat 15-1,52.362818,4.9058726,house,,54,2.0
Lepelstraat 15-2,52.3628182,4.9058727,house,,54,2.0
Lepelstraat 15-3,52.3628184,4.9058728,house,,55,2.0
Lepelstraat 15 H,52.3628186,4.9058728,house,,33,1.0
Nieuwe Prinsengracht 28-1,52.3631877,4.9061622,house,,71,2.0
Nieuwe Prinsengracht 28-2,52.3631876,4.9061624,house,,72,2.0
Nieuwe Prinsengracht 28-3,52.3631876,4.9061626,house,,71,2.0
Nieuwe Prinsengracht 28-4,52.3631875,4.9061628,house,,46,1.0
Nieuwe Prinsengracht 28 H,52.3631875,4.906163,house,,83,2.0
Nieuwe Prinsengracht 26-1,52.3631692,4.9060449,house,,86,2.0
Nieuwe Prinsengracht 26-2,52.363169,4.9060449,house,,91,2.0
Nieuwe Prinsengracht 26-3,52.3631688,4.9060448,house,,82,2.0
Nieuwe Prinsengracht 26 H,52.3631686,4.9060448,house,,85,2.0
Nieuwe Prinsengracht 24-1,52.3631327,4.9058985,house,,81,2.0
Nieuwe Prinsengracht 24-2,52.3631326,4.9058987,house,,78,2.0
Nieuwe Prinsengracht 24-3,52.3631325,4.9058988,house,,161,4.0
Nieuwe Prinsengracht 24 H,52.3631324,4.905899,house,,85,2.0
Nieuwe Prinsengracht 22-1,52.3630963,4.9057961,house,,80,2.0
Nieuwe Prinsengracht 22-2,52.3630963,4.9057963,house,,80,2.0
Nieuwe Prinsengracht 22-3,52.3630964,4.9057965,house,,80,2.0
Nieuwe Prinsengracht 22 H,52.3630964,4.9057967,house,,84,2.0
Nieuwe Prinsengracht 20-1,52.3630778,4.9056642,house,,75,2.0
Nieuwe Prinsengracht 20-2,52.3630777,4.9056644,house,,77,2.0
Nieuwe Prinsengracht 20-3,52.3630777,4.9056646,house,,81,2.0
Nieuwe Prinsengracht 20 H,52.3630776,4.9056648,house,,85,2.0
Nieuwe Prinsengracht 18-1,52.3630593,4.9055323,house,,78,2.0
Nieuwe Prinsengracht 18-2,52.3630592,4.9055325,house,,81,2.0
Nieuwe Prinsengracht 18-3,52.3630592,4.9055327,house,,81,2.0
Nieuwe Prinsengracht 18 H,52.3630591,4.9055329,house,,84,2.0
Nieuwe Prinsengracht 16-1,52.3630318,4.9054004,house,,80,2.0
Nieuwe Prinsengracht 16-2,52.3630318,4.9054006,house,,80,2.0
Nieuwe Prinsengracht 16-3,52.3630318,4.9054008,house,,80,2.0
Nieuwe Prinsengracht 16 H,52.3630318,4.905401,house,,81,2.0
Nieuwe Prinsengracht 14-1,52.3630134,4.9052979,house,,81,2.0
Nieuwe Prinsengracht 14-2,52.3630133,4.9052981,house,,81,2.0
Nieuwe Prinsengracht 14-3,52.3630132,4.9052983,house,,115,4.0
Nieuwe Prinsengracht 14 H,52.3630131,4.9052984,house,,72,2.0
Nieuwe Prinsengracht 12-1,52.362995,4.9051806,house,,81,2.0
Nieuwe Prinsengracht 12-2,52.3629948,4.9051807,house,,81,2.0
Nieuwe Prinsengracht 12-3,52.3629947,4.9051809,house,,104,3.0
Nieuwe Prinsengracht 12 H,52.3629945,4.905181,house,,81,2.0
Nieuwe Prinsengracht 10-1,52.3629675,4.9050488,house,,86,2.0
Nieuwe Prinsengracht 10-2,52.3629674,4.905049,house,,89,2.0
Nieuwe Prinsengracht 10-3,52.3629674,4.9050492,house,,85,2.0
Nieuwe Prinsengracht 10 H,52.3629673,4.9050494,house,,86,2.0
Weesperstraat 428,52.3630185,4.9065457,office,,,
Weesperstraat 446,52.3626149,4.9067703,office,,,
Weesperstraat 430,52.3627584,4.9066954,office,,,
Weesperstraat 432,52.3627315,4.9067103,office,,,
Weesperstraat 436,52.3627046,4.9067253,office,,,
Weesperstraat 438,52.3626777,4.9067256,office,,,
Weesperstraat 440,52.3626688,4.9067404,office,,,
Weesperstraat 442,52.3626508,4.9067552,office,,,
Weesperstraat 444,52.3626329,4.9067701,office,,,
Nieuwe Achtergracht 31-1,52.3624973,4.9065807,house,,71,2.0
Nieuwe Achtergracht 31-2,52.3624975,4.9065806,house,,71,2.0
Nieuwe Achtergracht 31-3,52.3624977,4.9065805,house,,80,2.0
Nieuwe Achtergracht 31-4A,52.3624978,4.9065804,house,,18,0.0
Nieuwe Achtergracht 31-4V,52.362498,4.9065803,house,,18,0.0
Nieuwe Achtergracht 31 H,52.3624982,4.9065803,house,,70,2.0
Nieuwe Achtergracht 29-1,52.3624788,4.9064341,house,,71,2.0
Nieuwe Achtergracht 29-2,52.362479,4.9064341,house,,71,2.0
Nieuwe Achtergracht 29-3,52.3624792,4.9064341,house,,73,2.0
Nieuwe Achtergracht 29-4,52.3624944,4.9064245,house,,71,2.0
Nieuwe Achtergracht 29 H,52.3624794,4.9064341,house,,70,2.0
Nieuwe Achtergracht 27-1,52.3624513,4.906317,house,,71,2.0
Nieuwe Achtergracht 27-2,52.3624515,4.906317,house,,71,2.0
Nieuwe Achtergracht 27-3,52.3624517,4.906317,house,,86,2.0
Nieuwe Achtergracht 27-4,52.3624508,4.9063099,house,,44,1.0
Nieuwe Achtergracht 27 H,52.3624519,4.906317,house,,138,4.0
Nieuwe Achtergracht 25-1,52.3624239,4.9062145,house,,71,2.0
Nieuwe Achtergracht 25-2,52.3624241,4.9062144,house,,71,2.0
Nieuwe Achtergracht 25-3,52.3624243,4.9062143,house,,71,2.0
Nieuwe Achtergracht 25-4,52.3624257,4.9062458,house,,75,2.0
Nieuwe Achtergracht 25 H,52.3624244,4.9062143,house,,74,2.0
Nieuwe Achtergracht 17,52.3624051,4.9060092,office,,,
Nieuwe Achtergracht 15-1,52.3623505,4.9058337,house,,61,2.0
Nieuwe Achtergracht 15-2,52.3623721,4.9058243,house,,61,2.0
Nieuwe Achtergracht 15-3,52.3623751,4.9058489,house,,67,2.0
Nieuwe Achtergracht 15 H,52.3623936,4.905815,house,,,
Lepelstraat 2 C1,52.3625466,4.9054351,house,,47,1.0
Lepelstraat 2 C2,52.3625465,4.9054353,house,,47,1.0
Lepelstraat 2 C3,52.3625464,4.9054354,house,,47,1.0
Lepelstraat 2 C4,52.3625463,4.9054356,house,,43,1.0
Lepelstraat 2 CH,52.3626793,4.9055979,house,Lepelstraat,63,2.0
Lepelstraat 4-1,52.3625739,4.9055229,house,,60,2.0
Lepelstraat 4-2,52.3625737,4.905523,house,,60,2.0
Lepelstraat 4-3,52.3625735,4.9055231,house,,60,2.0
Lepelstraat 4-4,52.3625734,4.9055232,house,,50,1.0
Lepelstraat 6-1,52.3625653,4.905611,house,,55,2.0
Lepelstraat 6-2,52.3625651,4.905611,house,,55,2.0
Lepelstraat 6-3,52.3625649,4.9056109,house,,73,2.0
Lepelstraat 6 H,52.3625647,4.9056109,house,,72,2.0
Lepelstraat 8,52.3625744,4.9056403,house,,59,2.0
Nieuwe Achtergracht 9-1,52.3623044,4.9055405,office,,,
Nieuwe Achtergracht 9-2,52.3623086,4.9055861,house,,120,4.0
Nieuwe Achtergracht 9-3,52.3623096,4.9055975,house,,58,2.0
Nieuwe Achtergracht 9 H,52.3623107,4.9056089,house,,140,4.0
Nieuwe Achtergracht 11-1,52.3623044,4.9055405,office,,,
Nieuwe Achtergracht 11-2,52.3623138,4.9056431,house,,113,4.0
Nieuwe Achtergracht 11-3,52.3623128,4.9056317,house,,58,2.0
Nieuwe Achtergracht 13-1,52.3623569,4.9057246,office,,,
Nieuwe Achtergracht 13-2,52.3623411,4.9057309,house,,60,2.0
Nieuwe Achtergracht 13-3,52.3623412,4.9057307,house,,60,2.0
Nieuwe Achtergracht 13 H,52.3625653,4.9056111,sport,,,
Lepelstraat 36,52.3626387,4.9059773,house,,51,2.0
Lepelstraat 10,52.3625745,4.9056697,house,,55,2.0
Lepelstraat 12,52.3625836,4.9056843,house,,88,2.0
Lepelstraat 14,52.3625837,4.9057136,office,,,
Lepelstraat 16,52.3625928,4.9057429,house,,54,2.0
Lepelstraat 18,52.3625929,4.9057576,house,,54,2.0
Lepelstraat 20,52.362602,4.9057868,house,,46,1.0
Lepelstraat 22,52.3626021,4.9058162,house,,112,4.0
Lepelstraat 24,52.3626111,4.9058308,house,,112,4.0
Lepelstraat 26,52.3626113,4.9058601,house,,52,2.0
Lepelstraat 28,52.3626204,4.9058894,house,,52,2.0
Lepelstraat 30,52.3626204,4.9059041,house,,46,1.0
Lepelstraat 32,52.3626295,4.9059333,house,,112,4.0
Lepelstraat 34,52.3626296,4.905948,house,,51,2.0
Lepelstraat 38,52.3626388,4.9060066,house,,46,1.0
Lepelstraat 40,52.3626479,4.9060212,house,,112,4.0
Lepelstraat 42,52.362648,4.9060506,house,,49,1.0
Lepelstraat 44,52.3626571,4.9060798,house,,49,1.0
Lepelstraat 46,52.3626571,4.9060945,house,,46,1.0
Lepelstraat 48,52.3626662,4.9061238,house,,56,2.0
Lepelstraat 50,52.3626664,4.9061532,house,,49,1.0
Lepelstraat 52,52.3626754,4.9061677,house,,49,1.0
Lepelstraat 54,52.3626755,4.9061971,house,,49,1.0
Lepelstraat 56,52.3626846,4.9062264,house,,46,1.0
Lepelstraat 2 B1,52.3625283,4.9053472,house,,47,1.0
Lepelstraat 2 B2,52.3625283,4.9053474,house,,46,1.0
Lepelstraat 2 B3,52.3625282,4.9053476,house,,47,1.0
Lepelstraat 2 BH,52.3626793,4.9055979,house,Lepelstraat,55,2.0
Lepelstraat 2 A1,52.362519,4.9052739,house,,51,2.0
Lepelstraat 2 A2,52.3625189,4.905274,house,,51,2.0
Lepelstraat 2 A3,52.3625187,4.9052742,house,,95,2.0
Lepelstraat 2 AH,52.3626793,4.9055979,house,Lepelstraat,51,2.0
Lepelstraat 2-1,52.3625096,4.9051859,house,,43,1.0
Lepelstraat 2-2,52.3625096,4.9051857,house,,43,1.0
Lepelstraat 2-3,52.3625096,4.9051855,house,,43,1.0
Lepelstraat 2 H,52.3625186,4.9051858,house,,46,1.0
Onbekendegracht 9-1,52.3624466,4.9051572,house,,47,1.0
Onbekendegracht 9-2,52.3624467,4.9051574,house,,47,1.0
Onbekendegracht 9-3,52.3624468,4.9051576,house,,48,1.0
Onbekendegracht 9 H,52.3624469,4.9051577,house,,40,1.0
Onbekendegracht 11-1,52.3623837,4.9051579,house,,44,1.0
Onbekendegracht 11-2,52.3623838,4.9051581,house,,43,1.0
Onbekendegracht 11-3,52.3623839,4.9051583,house,,46,1.0
Onbekendegracht 11 H,52.3623839,4.9051585,house,,42,1.0
Onbekendegracht 13-1,52.3623479,4.9051877,house,,49,1.0
Onbekendegracht 13-2,52.3623479,4.9051879,house,,51,2.0
Onbekendegracht 13-3,52.362348,4.9051881,house,,51,2.0
Onbekendegracht 13 H,52.362348,4.9051883,house,,47,1.0
Onbekendegracht 15-1,52.3622941,4.9052323,house,,49,1.0
Onbekendegracht 15-2,52.3622942,4.9052325,house,,48,1.0
Onbekendegracht 15-3,52.3622943,4.9052327,house,,47,1.0
Onbekendegracht 15 H,52.3622944,4.9052328,house,,44,1.0
Nieuwe Achtergracht 3-1,52.3622585,4.9053061,house,,41,1.0
Nieuwe Achtergracht 3-2,52.3622585,4.9053059,house,,41,1.0
Nieuwe Achtergracht 3-3,52.3622584,4.9053057,house,,40,1.0
Onbekendegracht 17,52.3622223,4.9052477,house,,45,1.0
Nieuwe Achtergracht 5-1,52.3622767,4.9053793,house,,39,1.0
Nieuwe Achtergracht 5-2,52.3622769,4.9053794,house,,45,1.0
Nieuwe Achtergracht 5-3,52.3622771,4.9053795,house,,44,1.0
Nieuwe Achtergracht 5 H,52.3622772,4.9053796,house,,46,1.0
Nieuwe Achtergracht 7-1,52.362295,4.9054525,house,,45,1.0
Nieuwe Achtergracht 7-2,52.3622951,4.9054526,house,,45,1.0
Nieuwe Achtergracht 7-3,52.3622953,4.9054528,house,,45,1.0
Nieuwe Achtergracht 7 H,52.3622954,4.9054529,house,,42,1.0
Nieuwe Prinsengracht 40,52.3633989,4.9072757,house,,1,0.0
Nieuwe Prinsengracht 42,52.3634173,4.9073636,office,,,
Nieuwe Prinsengracht 44,52.3634447,4.9074807,house,,1,0.0
Nieuwe Prinsengracht 46-1,52.3634542,4.9075981,house,,65,2.0
Nieuwe Prinsengracht 46-3,52.3634539,4.9075979,house,,65,2.0
Nieuwe Prinsengracht 46 H,52.3634537,4.9075977,house,,58,2.0
Nieuwe Achtergracht 49,52.3627084,4.9076502,house,,1,0.0
Weesperstraat 107,52.3633261,4.9070562,shop,,,
Weesperstraat 111,52.3631916,4.9071164,office,,,
Weesperstraat 113,52.3630173,4.9072382,community_centre,CCC - Concern Congres Centrum,,
Weesperstraat 115,52.3630122,4.9072211,industrial,,,
Weesperstraat 117,52.3629226,4.9072808,house,,1,0.0
Weesperstraat 121,52.3627167,4.9074886,house,,1,0.0
Nieuwe Achtergracht 51-1,52.3627267,4.9077234,house,,64,2.0
Nieuwe Achtergracht 51-2,52.3627268,4.9077236,house,,116,4.0
Nieuwe Achtergracht 51-3,52.3627269,4.9077237,house,,58,2.0
Nieuwe Achtergracht 51 H,52.362727,4.9077239,house,,58,2.0
Nieuwe Achtergracht 53-1,52.3627451,4.9078259,house,,58,2.0
Nieuwe Achtergracht 53-2,52.3623305,4.907593705,house,Nieuwe Achtergracht,64,2.0
Nieuwe Achtergracht 53-3,52.3627452,4.9078257,house,,58,2.0
Nieuwe Achtergracht 53 H,52.3627452,4.9078255,house,,58,2.0
Nieuwe Achtergracht 55-1,52.3627634,4.9079138,house,,58,2.0
Nieuwe Achtergracht 55-2,52.3627636,4.9079139,house,,58,2.0
Nieuwe Achtergracht 55-3,52.3627638,4.9079139,house,,58,2.0
Nieuwe Achtergracht 55 H,52.362764,4.907914,house,,58,2.0
Nieuwe Achtergracht 61 A,52.3627811,4.9080032,house,,73,2.0
Nieuwe Achtergracht 61 B,52.3627936,4.907995,house,,40,1.0
Nieuwe Achtergracht 61 C,52.3628048,4.9079905,house,,40,1.0
Nieuwe Achtergracht 61 D,52.3628169,4.9079845,house,,73,2.0
Nieuwe Achtergracht 63-1,52.3628,4.9080749,house,,32,1.0
Nieuwe Achtergracht 63-2,52.3628001,4.9080747,house,,32,1.0
Nieuwe Achtergracht 63-3,52.3628001,4.9080745,house,,32,1.0
Nieuwe Achtergracht 63 H,52.3628002,4.9080743,house,,31,1.0
Nieuwe Achtergracht 65-1,52.3628092,4.9081336,house,,50,1.0
Nieuwe Achtergracht 65-2,52.3628094,4.9081335,house,,48,1.0
Nieuwe Achtergracht 65-3,52.3628096,4.9081335,house,,72,2.0
Nieuwe Achtergracht 65 H,52.3628098,4.9081334,house,,50,1.0
Nieuwe Achtergracht 67-1,52.3628365,4.9082214,house,,49,1.0
Nieuwe Achtergracht 67-2,52.3628366,4.9082212,house,,49,1.0
Nieuwe Achtergracht 67-3,52.3628367,4.9082211,house,,51,2.0
Nieuwe Achtergracht 67-4,52.362831,4.9081934,house,,51,2.0
Nieuwe Achtergracht 67 H,52.3628368,4.9082209,house,,54,2.0
Nieuwe Achtergracht 69-1,52.3628278,4.9082949,house,,109,3.0
Nieuwe Achtergracht 69-3,52.362828,4.9082948,house,,55,2.0
Nieuwe Achtergracht 69-4,52.3628426,4.9083128,house,,60,2.0
